topic_id,source_id,registered_in_sources_json,cited_role,exact_locator_available,media_artifact_path,findings_supported,findings_contradicted,findings_qualified,notes
g13-identity-candidate-b,dg-rec-supp,yes,supports,yes,sources/corpus/daniel-gurney-supplement.md,G13-RI-000147;G13-RI-000153;G13-RI-000161,,,Supplement Note 181 for the Merchant Taylors' binding and the 16 June 1606 freedom variant (RI-000147) and for Dorothy 'mentioned in' the register / Roger 'probably died young' (RI-000161); Note 132 for William Gurney V and Anne Heydon (RI-000153).
g13-identity-candidate-b,fischer-albions-seed-1989,yes,context_for,yes,,,,G13-RI-000170,"ch.6 corridor prior (~60% of MA Bay emigrants from nine eastern counties; under 10% from London proper) - context_for the corridor thread of RI-000170. This is the Candidate-B facet of the legacy 'Great Migration corridor' block (l.330), which otherwise stays backlog."
g13-identity-candidate-b,freebmd-freereg,yes,supports,yes,,G13-RI-000153;G13-RI-000154,,,FreeREG St Martin at Palace Rivett entries 1539-1603 and Francis's 1646/7 St Botolph Bishopsgate burial (RI-000153); the Gressenhall/Garveston Rivett cluster near East Dereham (RI-000154). Index level; the register images are read on the Rivett-family working file.
g13-identity-candidate-b,fs-england-births-christenings,yes,supports,yes,,G13-RI-000154;G13-RI-000162,,,"Margaret Rivet's 21 May 1586 Garveston christening supports RI-000154. The same collection carries the negative_within_scope link on RI-000162: the seven St Benet Fink children of Francis and Anne, 1619-1637, include no John."
g13-identity-candidate-b,fs-vnn2-4vc-marye-gurney-baptism-east-dereham,yes,supports,yes,sources/media/Parish_Register_East_Dereham/page_00732_line_margaret_ffrancis_gurnoe_sweep.png,G13-RI-000155,,,"FS index VNN2-4VC, Marye daughter of ffrancis Gurnoe bapt. 25 May 1618, register page 00732 - Entry D of the East Dereham child cluster RI-000155."
g13-identity-candidate-b,heralds-visit-london-1633,yes,supports,yes,,G13-RI-000160,G13-RI-000145,,"Francis's own 1633 attestation naming Roger 'eldest sonne'. It supports the evidence item RI-000160 and, through it, contradicts the parentage hypothesis RI-000145 - the sharpest documentary objection, rebutted (not dismissed) by RI-000161."
g13-identity-candidate-b,laslett-world-we-have-lost-1965,yes,context_for,yes,,,,G13-RI-000159,ch.5 courtship and family-formation norms - context_for the analysis RI-000159 that a c.1609/10 baptism preceding the 1611 marriage is unremarkable.
g13-identity-candidate-b,lma-st-giles-cripplegate-register-p69-gis-a-002,yes,supports,yes,,G13-RI-000164,,,"P69/GIS/A/002/MS06419/003 p.77, burial of 'John sonne of ffrancis Garney Joyner' Dec 1640 - source_evidence RI-000164 for the third London Francis, and for the fact that the Cripplegate infant John is not the emigrant."
g13-identity-candidate-b,millican-register-freemen-norwich-1934,yes,supports,yes,,G13-RI-000163,,,"f.181a, James Gurney son of Francis of St Peter Parmentergate admitted freeman 8 Jan 1648 - one half of the simultaneous-record anchor separating the two Francis Gurneys (RI-000163). Also cited in g13-origin-trade-training for the John Gurney negative."
g13-identity-candidate-b,muskett-suffolk-manorial-families-v2-1900,yes,supports,yes,,G13-RI-000166;G13-RI-000167;G13-RI-000168,,,Registered this increment. p.176 Bozoune pedigree names Elizabeth (Gournay) Crowe of East Bilney (RI-000166); the Hovell charts and Mary Goodwin's 1647 will give Frances Hovell and 'Cozen Gurney' (RI-000167); both support the senior-branch geography finding RI-000168. Validation worksheet: sources/validations/muskett-suffolk-manorial-families-v2-1900.md.
g13-identity-candidate-b,nro-pd-12-1,yes,supports,yes,,G13-RI-000151;G13-RI-000152;G13-RI-000153,,,"The 23 Sept 1611 St Martin at Palace marriage of Franc Gurny and Margaret Rybett: the register entry (RI-000151), the first-marriage finding it establishes (RI-000152), and the bride's-parish context (RI-000153). Cited cross_unit in g13-origin-age-baptism for its chronological bearing only."
g13-identity-candidate-b,nro-pd-86-41,yes,supports,yes,,G13-RI-000155;G13-RI-000156;G13-RI-000157,,G13-RI-000159,"The East Dereham register. Child cluster RI-000155, Entry E as re-read RI-000156, the baptism finding RI-000157; context_for the open_question RI-000158 (professional examination) and qualifies the analysis RI-000159 (the +/-2-year margin). This unit is Entry E's canonical home; g13-origin-age-baptism cites it cross_unit for the birth-date bearing only. Registry mediaPath repaired and validationPath added this increment."
g13-identity-candidate-b,pease-pennyghael,yes,supports,yes,,G13-RI-000152,,,"The transmitted 'Margaret Ryvett' first-wife claim, from Philis Wainford through Sir Joseph Gurney Pease - compiled-genealogy level, now confirmed against NRO PD 12/1; supports RI-000152."
g13-identity-candidate-b,pettigrew-collectanea-house-gournay-1871,yes,supports,yes,,G13-RI-000146,,,"Collectanea Archaeologica vol.2 pp.207-210, the House of Gournay pedigree - a third independent witness to Francis's parentage (RI-000146). Also cited in g13-origin-traditions for the arms blazon."
g13-identity-candidate-b,rising-millican-norwich-apprentices-index-nrs29-1959,yes,supports,yes,,G13-RI-000163,,,"Indenture E.17, James Gurney bound at Michaelmas 1627 for seven years - the other half of the 1627 simultaneous-record anchor in RI-000163. Also cited in g13-origin-trade-training for the John Gurney negative."
g13-identity-candidate-b,rye-norfolk-antiquarian,yes,supports,yes,sources/corpus/norfolk-antiquarian-gurneys-of-norwich.md,G13-RI-000163,,,"Walter Rye's original separation of the West Barsham Merchant Taylor from the Norwich laceweaver, and the Norwich Gurney name-variant field - supports RI-000163."
g13-identity-candidate-b,suffolk-visitations-metcalfe-1882,yes,supports,yes,sources/corpus_supplement/ryvett-suffolk-visitation-pedigrees-metcalfe.md,G13-RI-000153,,,"Ryvett/Rivett pedigrees and p.63 giving Myrable Ryvett's husband as William Burd, Customer of London - supports RI-000153, including the correction of the reported Ryvett-Heydon marriage."
g13-identity-candidate-b,thoms-anecdotes-traditions-1839,yes,supports,yes,,G13-RI-000148,,,"Prefatory notice pp.xviii-xx, independently noting Francis Gurney the merchant in Alice Lady Lestrange's Hunstanton account book - a second witness for the Lestrange agency RI-000148."
g13-identity-candidate-b,tna-pcc-gurney-elimination-corpus,yes,supports,yes,,G13-RI-000170,,,"Thirteen PCC probate items 1577-1682, seven fixing distinct John Gurneys living in England after 1637 - the probate limb of the same-name clearance that leaves Candidate B the sole survivor; supports the weighing RI-000170."
g13-identity-candidate-b,tna-pcc-probate,yes,supports,yes,,G13-RI-000169,,,"PROB 11/289/177, 'Will of Bozann Crome, Gentleman of East Bilney' (Bozoune Crowe), proved 11 March 1659, plus PROB 11/120/482 for the grandfather Christopher Crowe. Catalogue level; the image pull is gated. Supports the open_question RI-000169."
g13-identity-candidate-b,ukda-9263-mt-apprentices-scott-2024,yes,supports,yes,,G13-RI-000147,,,"SN 9263 COMB row 1829 / Freedoms row 25149 - Francis bound 14 May 1599, assigned 3 Feb 1605, freed 30 June 1606; supports RI-000147. Also cited in g13-origin-trade-training for the no-John-son-of-Francis negative."
g13-identity-candidate-b,american-biography-cyclopedia-v26-gurney-1926,yes,cross_unit,yes,,,,,"Prose cross-link only: the 1926 American report that the Gurney arms connect the American branch with the Norfolk Gurneys, cited in the closing weighing as family memory rather than evidence. Home unit g13-origin-traditions (source_evidence G13-RI-000101; negative_result G13-RI-000102). Closes the Candidate-B facet of legacy block l.262."
g13-identity-candidate-b,mhs-winthrop-papers-gurdon-to-winthrop-1627,yes,cross_unit,yes,,,,,"Prose cross-link only: the 20 Oct 1627 Gurdon-to-Winthrop letter, cited in one sentence to show the senior branch's affairs running through the Court of Wards. Home unit g13-origin-wardship-network (G13-RI-000080; network finding G13-RI-000083). The dump finding F9's Candidate-B bearing (did John emigrate through this patronage network) is an assessment question and stays backlog."
g13-identity-candidate-b,tna-ward-c142-west-barsham-gurney-inquisitions,yes,cross_unit,yes,,,,,"Prose cross-link only: C 142/613/60, Edward Gournay's inquisition, named because it is the document Blomefield quotes as taken at East Dereham. Home unit g13-origin-wardship-network (G13-RI-000080). blomefield-norfolk carries the East Dereham datum on a direct item link here."
g13-identity-assessment,findmypast-hertfordshire-baptisms,yes,supports,yes,,G13-RI-000171;G13-RI-000172,,,"Hertfordshire Baptisms index, Berkhamsted: eight baptisms to father John Gurney 1610-1636 (Henry 1610, Sara 1615, Jhon 1624, Richard 1626, Elizabeth 1629, Michael 1631, Sarah 1634, Francis 1636) - the record basis for the Candidate C elimination, source_evidence RI-000171 supporting finding RI-000172."
g13-identity-assessment,findmypast-hertfordshire-burials,yes,supports,yes,,G13-RI-000171;G13-RI-000172,,,Hertfordshire Burials index: no John Gurney burial at Berkhamsted 1640-1700; the only seventeenth-century entries are Jhon Gourney 1612 and 1620. A loose end rather than an elimination ground; carried on RI-000171.
g13-identity-assessment,fs-england-births-christenings,yes,supports,no,,G13-RI-000171;G13-RI-000194,,,"Two in-unit roles: discovery_only on the Candidate C source_evidence RI-000171 (9 May 2026 same-name sweep, no Berkhamsted entry of its own), and negative_within_scope on the children-search matrix RI-000194 (the family-signature baptism cross-check returns no matching cluster)."
g13-identity-assessment,bho-london-hearth-tax-merry-2010,yes,supports,yes,sources/corpus_supplement/london-hearth-tax-1662-1666-gurney-cluster.md,G13-RI-000173;G13-RI-000174,,,"London Hearth Tax project database (Merry 2010): eleven strict Gurney/Gurny household entries 1662-1666 across the City, Westminster, and inner Middlesex - source_evidence RI-000173, the density evidence behind the unknown-corridor residual analysis RI-000174. The 1662 St Augustine Watling Street entry from the same database is Candidate D-s and is carried in g13-identity-london-candidate on RI-000122."
g13-identity-assessment,anderson-gmd-2015,yes,context_for,yes,sources/corpus/The Great Migration Directory 2025 Page 158.txt,G13-RI-000176;G13-RI-000177,,,"p. 158: settlement ""Boston, Braintree""; origin ""Unknown."" The entry is the object of the Anderson-Boston conflation analysis RI-000176, and the published benchmark the elimination-plus-fit identification has to beat in RI-000177."
g13-identity-assessment,mhs-winthrop-papers-gurdon-to-winthrop-1627,yes,context_for,yes,,G13-RI-000175,,,"Brampton Gurdon to John Winthrop, 20 October 1627 - the document the patronage open_question RI-000175 turns on. Its own reading and the network finding it supports are in g13-origin-wardship-network (RI-000080, RI-000083); linked context_for here, not re-read."
g13-identity-assessment,findmypast-john-gurney-2026may-supplementary-same-name-sweep,yes,supports,yes,,G13-RI-000174,,,Now item-linked (2026-07-10 case-file-as-source repair): the residual-density analysis RI-000174 cites this witness directly instead of resting on the case file. Evidence home also g13-identity-other-eliminations RI-000119.
g13-identity-assessment,tna-pcc-gurney-elimination-corpus,yes,supports,yes,,G13-RI-000174,,,Now item-linked (2026-07-10 case-file-as-source repair): the residual-density analysis RI-000174 cites this witness directly instead of resting on the case file. Evidence home also g13-identity-other-eliminations RI-000119.
g13-identity-assessment,blomefield-norfolk,yes,cross_unit,yes,,,,,"Cited in prose for the Gurney advowson of the West Barsham vicarage, which is what would make a wardship-era presentation traceable to the family. Evidence home g13-origin-wardship-network; no in-unit item link."
g13-identity-assessment,nro-pd-86-41,yes,cross_unit,yes,,,,,Cited in prose as the East Dereham register whose Entry E reading a professional examination would settle. Evidence home g13-identity-candidate-b RI-000156/RI-000158; no in-unit item link.
g13-identity-assessment,ftdna-gurney-ydna,yes,cross_unit,yes,,,,,Cited in prose as the third lever that would move the estimate. Evidence home g13-research-open-questions RI-000056; no in-unit item link.
g13-colonial-record-coverage,ballou-history-of-milford-1882,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-frontier-rights. No in-unit item link (parity-exempt).
g13-colonial-record-coverage,billerica-town-records-ms,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-frontier-rights. No in-unit item link (parity-exempt).
g13-colonial-record-coverage,hazen-billerica-1883,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-frontier-rights. No in-unit item link (parity-exempt).
g13-colonial-record-coverage,nash-historical-sketch-weymouth-1885,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-arrival-chronology, g13-colonial-frontier-rights, g13-colonial-weymouth-community. No in-unit item link (parity-exempt)."
g13-identity-candidate-overview,bho-london-hearth-tax-merry-2010,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-assessment, g13-identity-london-candidate. No in-unit item link (parity-exempt)."
g13-identity-candidate-overview,bho-london-inhabitants-st-augustine-1638,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-london-candidate. No in-unit item link (parity-exempt).
g13-identity-candidate-overview,findmypast-ackworth-gurnoe-baptism-1637-john-thomas,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-candidate-ackworth. No in-unit item link (parity-exempt).
g13-identity-candidate-overview,findmypast-ackworth-gurnoe-burton-marriage-1636,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-candidate-ackworth. No in-unit item link (parity-exempt).
g13-identity-candidate-overview,findmypast-bucks-baptism-index,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-candidate-a. No in-unit item link (parity-exempt).
g13-identity-candidate-overview,findmypast-bucks-burial-index,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-candidate-a. No in-unit item link (parity-exempt).
g13-identity-candidate-overview,findmypast-bucks-marriage-index,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-candidate-a. No in-unit item link (parity-exempt).
g13-identity-candidate-overview,findmypast-hertfordshire-baptisms,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-assessment. No in-unit item link (parity-exempt).
g13-identity-candidate-overview,findmypast-hertfordshire-burials,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-assessment. No in-unit item link (parity-exempt).
g13-identity-candidate-overview,findmypast-john-gurney-2026may-supplementary-same-name-sweep,yes,supports,yes,,G13-RI-000106,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Directly linked in-unit to G13-RI-000106.
g13-identity-candidate-overview,findmypast-uk-parish-baptisms,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-other-eliminations. No in-unit item link (parity-exempt).
g13-identity-candidate-overview,fs-england-births-christenings,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-assessment, g13-identity-candidate-a, g13-identity-candidate-b, g13-identity-london-candidate, g13-identity-other-eliminations. No in-unit item link (parity-exempt)."
g13-identity-candidate-overview,fs-england-marriages-1538-1973,yes,context_only,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose as context for the single-attestation households, which this graph carries collectively rather than as per-household items; no graph item anywhere links it (parity-exempt)."
g13-identity-candidate-overview,fs-england-norfolk-parish-registers-1510-1997,yes,context_only,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose as context for the single-attestation households, which this graph carries collectively rather than as per-household items; no graph item anywhere links it (parity-exempt)."
g13-identity-candidate-overview,tna-e115-180-113-certificate-of-residence-1641,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-candidate-a. No in-unit item link (parity-exempt).
g13-identity-candidate-overview,tna-pcc-gurney-elimination-corpus,yes,supports,yes,,G13-RI-000106,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Directly linked in-unit to G13-RI-000106.
g13-identity-candidate-a,tna-e115-180-113-certificate-of-residence-1641,yes,supports,yes,,G13-RI-000110,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Directly linked in-unit to G13-RI-000110.
g13-identity-candidate-b,bates-ancient-iron-works-braintree-1898,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-braintree-community. No in-unit item link (parity-exempt).
g13-identity-candidate-b,familysearch-fulltext-search,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-arrival-chronology, g13-colonial-braintree-community, g13-colonial-frontier-rights, g13-colonial-weymouth-community, g13-family-colonial-collaterals, g13-family-family-group, g13-family-mendon-descendants, g13-family-wives-marriages, g13-identity-other-eliminations, g13-origin-migration-network, g13-origin-wardship-network. No in-unit item link (parity-exempt)."
g13-identity-candidate-ackworth,findmypast-john-gurney-2026may-supplementary-same-name-sweep,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-assessment, g13-identity-candidate-overview, g13-identity-other-eliminations. No in-unit item link (parity-exempt)."
g13-identity-candidate-ackworth,findmypast-uk-parish-baptisms,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-other-eliminations. No in-unit item link (parity-exempt).
g13-identity-candidate-ackworth,fs-england-births-christenings,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-assessment, g13-identity-candidate-a, g13-identity-candidate-b, g13-identity-london-candidate, g13-identity-other-eliminations. No in-unit item link (parity-exempt)."
g13-identity-other-eliminations,findmypast-john-gurney-2026may-supplementary-same-name-sweep,yes,supports,yes,,G13-RI-000120,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Directly linked in-unit to G13-RI-000120.
g13-identity-assessment,bodge-soldiers-king-philips-war-1891,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-family-mendon-descendants. No in-unit item link (parity-exempt).
g13-identity-assessment,findmypast-england-marriages-gurney-mary-wildcard-sweep-2026-06,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-family-wives-marriages. No in-unit item link (parity-exempt).
g13-identity-assessment,history-of-weymouth,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-arrival-chronology, g13-colonial-braintree-community, g13-colonial-weymouth-community, g13-family-family-group, g13-origin-migration-network. No in-unit item link (parity-exempt)."
g13-identity-assessment,millican-register-freemen-norwich-1934,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-candidate-b, g13-origin-trade-training. No in-unit item link (parity-exempt)."
g13-identity-assessment,rising-millican-norwich-apprentices-index-nrs29-1959,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-candidate-b, g13-origin-trade-training. No in-unit item link (parity-exempt)."
g13-identity-assessment,sprague-braintree,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-braintree-community, g13-family-family-group, g13-family-mendon-descendants, g13-family-wives-marriages. No in-unit item link (parity-exempt)."
g13-identity-assessment,ukda-9263-mt-apprentices-scott-2024,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-identity-candidate-b, g13-origin-trade-training. No in-unit item link (parity-exempt)."
g13-origin-bury-connections,nehgr-62-94,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-braintree-community, g13-origin-age-baptism. No in-unit item link (parity-exempt)."
g13-origin-traditions,nehgr-62-94,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-braintree-community, g13-origin-age-baptism. No in-unit item link (parity-exempt)."
g13-research-open-questions,braintree-records-1640-1793-1886,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-frontier-rights, g13-colonial-record-coverage, g13-family-wives-marriages. No in-unit item link (parity-exempt)."
g13-research-open-questions,findmypast-england-marriages-gurney-mary-wildcard-sweep-2026-06,yes,cross_unit,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-family-wives-marriages. No in-unit item link (parity-exempt).
g13-research-open-questions,shedd-daniel-shed-genealogy-1920,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: this witness is now named in the topic footnote that previously cited the identity case file. Cited in prose for a cross-unit statement; evidence home g13-colonial-frontier-rights, g13-family-wives-marriages. No in-unit item link (parity-exempt)."
g13-identity-candidate-a,findmypast-john-gurney-2026may-supplementary-same-name-sweep,yes,cross_unit,yes,,,,,"Added 2026-07-10 in the case-file-as-source repair: named in the Candidate A footnote that now cites the record sweeps behind the wider Buckinghamshire/Chiltern cluster instead of the case file. No in-unit item link (parity-exempt); evidence home g13-identity-assessment, g13-identity-candidate-overview, g13-identity-other-eliminations."
g13-identity-candidate-a,fs-england-buckinghamshire-church-records-1217-1994,yes,context_only,yes,,,,,Added 2026-07-10 in the case-file-as-source repair: named in the Candidate A footnote that now cites the record sweeps behind the wider Buckinghamshire/Chiltern cluster instead of the case file. Cited as context for the collectively-cleared household tail; no graph item links it (parity-exempt).
g13-colonial-record-coverage,csm-39-boston-first-church,yes,negative_within_scope,yes,,G13-RI-000180,,,"First Church Boston (CSM 39) zero-Gurney 1630-1778 sweep = the headline record-level negative; grounds negative_result RI-000180, which SUPPORTS the Boston-silence synthesis RI-000179. Added 2026-07-10 (G3 record-coverage increment)."
g13-colonial-record-coverage,boston-town-records-1634-1660,yes,negative_within_scope,yes,,G13-RI-000181,,,"Book of Possessions + Boston town records negative (no John-era Gurney); one of the Boston civil record-class witnesses on negative_result RI-000181. Added 2026-07-10 (G3 record-coverage increment)."
g13-colonial-record-coverage,aspinwall-notarial-records,yes,negative_within_scope,yes,,G13-RI-000181,,,"Aspinwall Notarial Records 1644-1651 (BRC 32nd Report): Boston civil/commercial record class swept negative; witness on negative_result RI-000181. NEW source registered 2026-07-13 (sources.json v1.29.0 + validation worksheet), closing dump F6's 'research-done-but-source-not-registered' residual - was previously cited at IA-identifier level only in [^bostonclasses]."
g13-colonial-record-coverage,lechford-note-book,yes,negative_within_scope,yes,,G13-RI-000181,,,"Lechford's Note-Book Jun1638-Jul1641: fullest Boston legal record across John's arrival window, swept negative; witness on negative_result RI-000181. NEW source registered 2026-07-13 (sources.json v1.29.0 + validation worksheet), closing dump F6's registration residual - was previously cited at IA-identifier level only in [^bostonclasses]."
g13-colonial-record-coverage,suffolk-deeds-liber-i-1880,yes,negative_within_scope,yes,,G13-RI-000181,,,"Suffolk Deeds Liber I (with II-III) negative: no John Gurney deed 1640-1660; witness on Boston civil-class negative RI-000181. Added 2026-07-10 (G3 record-coverage increment)."
g13-colonial-record-coverage,boston-record-commissioners-ninth-report-1883,yes,negative_within_scope,yes,,G13-RI-000181,,,"Boston vital records 1630-1699: no John-era Gurney; the sole hit is the 1693 Samuel x Shapley descendant marriage (p.210). Witness on RI-000181. NEW source (sources.json v1.17.0). Added 2026-07-10 (G3 record-coverage increment)."
g13-colonial-record-coverage,familysearch-fulltext-search,yes,negative_within_scope,yes,,G13-RI-000182,,,"FamilySearch full-text manuscript sweep (Mass Bay colony films + Mass Archives Felt volumes): no new John Gurney document; grounds negative_result RI-000182. Also cited in the [hingham] footnote whose Hingham bearing lives in migration-network RI-000078 (SYNTHESIZED by RI-000179). Added 2026-07-10 (G3 record-coverage increment)."
g13-colonial-record-coverage,early-records-town-of-providence,yes,negative_within_scope,yes,,G13-RI-000183,,,"Early Records of the Town of Providence: no Gurney; bounds John Quinapaug (Providence-jurisdiction) interest. Grounds negative_result RI-000183 (CONTEXTUALIZES frontier RI-000030). NEW source (sources.json v1.17.0). Added 2026-07-10 (G3 record-coverage increment)."
g13-colonial-record-coverage,massachusetts-bay-records-v2-1853,yes,negative_within_scope,yes,,G13-RI-000041,,,"MBCR vol.2 (2:79, the 1644 Jenner bill) - the second of John only two colony entries; witness on the freeman/church-admission negative RI-000041 alongside vol.1. Added 2026-07-10 (G3 record-coverage increment)."
g13-origin-wardship-network,mhs-winthrop-papers-adam-winthrop-diary-1605,yes,supports,yes,,G13-RI-000186,,,"NEW source (data/sources.json v1.18.0 + validation worksheet). Adam Winthrop's diary (Winthrop Papers I:153) recording the 3 Oct 1605 deaths of Sir Edward Lewkenor of Denham and Susan (Heigham), Martha (Lewkenor) Gurney's parents - source_evidence RI-000186 SUPPORTS the founders-network finding RI-000083 (indirect). Assimilates dump F-R3.7 (wardship-network revision, 2026-07-10)."
g13-origin-wardship-network,muskett-suffolk-manorial-families-v2-1900,yes,supports,yes,,G13-RI-000187,,,"Muskett vol.2 L'Estrange-of-Hunstanton pedigree (Sir Nicholas L'Estrange 1st Bt. m. Anne Lewkenor of Denham) - supports research_finding RI-000187 (the L'Estrange jest-book Gurney anecdotes are kin-sourced). Source registered in Phase 1 for the Candidate-B increment; now also journeys here. Assimilates dump F-R3.9 (part; wardship-network revision, 2026-07-10)."
g13-origin-wardship-network,thoms-anecdotes-traditions-1839,yes,supports,yes,,G13-RI-000187,,,"Thoms 1839 Anecdotes and Traditions (Camden Soc.): the L'Estrange jest-book Gurney items (pp. xviii-xx + text) - supports research_finding RI-000187 (kin-sourced tradition; explains 'Frances Hood'=Hovell, flags the '1614' error). Assimilates dump F-R3.9 (part; wardship-network revision, 2026-07-10)."
