dump_file,finding_id,finding_heading,destination_type,destination_path,disposition,source_registration_required,research_item_ids,source_ids,lead_action,lead_ids,notes
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,3.2,Ancient Deeds A.2972 - Hugh de Gurnay of Letton grant to Lewes priory,other-subject,research/places/hardingham.md,routed,yes,,blomefield-norfolk,,L-151,"[G4 2026-07-11] No G13 bearing — Ancient Deeds A.2972, a Hugh de Gurnay 'of Letton' granting a Lewes-priory tenement (undated, 12th-13th c.), corroborated by Blomefield's Letton entry. Letton adjoins the Swathings/Hardingham neighbourhood in Mitford hundred; routed alongside 3.1 to the Hardingham place file (no dedicated Letton place file exists). Feeds lead L-151, updated with this datapoint. blomefield-norfolk is registered; Ancient Deeds is not."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,3.3,Edmund Gurney the divine - 1607-8 Corpus Christi fellowship-crisis dossier,other-subject,research/people/edmund-gurney-divine.research.md,routed,no,,cal-cecil-papers-hatfield,,L-174,"[G4 2026-07-11] No G13 bearing — a distinct 17th-century Edmund Gurney (the divine, Corpus Christi Cambridge fellow, later author of anti-image tracts), not the medieval G23 Edmund Gournay. Routed to the dedicated edmund-gurney-divine.research.md companion: the 1607-8 Corpus Christi fellowship-crisis dossier (censure, appeal to Salisbury as Chancellor, the 'ordinandus' statutory quibble, negotiated re-election). Feeds lead L-174 (the Feb-1608 dossier is distinct from, and richer than, the already-captured 1606 letter; the Dec-1602 item this lead also seeks remains unlocated on BHO). cal-cecil-papers-hatfield is already registered."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,3.4,G23 Edmund Gournay - three NEW feoffee/legatee acts (L-174 closed),other-subject,research/people/g23-edmund-gurney-fact-sheet.research.md,routed,no,,blomefield-norfolk,,L-174,"[G4 2026-07-11] No G13 bearing — three NEW G23 Edmund Gournay feoffee/legatee acts (Sir John de Plaiz's 1385 will; Garboldisham 1375 institution; Oxburgh advowson gift to West Dereham abbey) plus a fourth, Egmere 1351. Routed to the G23 companion as a complete, ready-to-promote finding. This closes lead L-174's '4 uncaptured parishes' residue, as the row's own heading states; L-174 updated accordingly (2026-07-11). blomefield-norfolk is registered."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,3.5,1401 Holm Hale court - John Gurnay feoffee,other-subject,research/people/g23-sir-john-gurney-v-related-fact-sheet.research.md,routed,no,,blomefield-norfolk,,,"[G4 2026-07-11] No G13 bearing — the 1401 Holm Hale court, John Gurnay among the feoffees holding the first court and lete, matching Sir John Gurney (d.1408, collateral). Routed to the Sir John Gurney V companion as a complete, ready-to-promote finding. blomefield-norfolk is registered."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,3.6,New named Gurneys for the Tudor/Stuart family map,other-subject,research/topics/norwich-gurney-collateral-network.md,routed,yes,,blomefield-norfolk;bho-london-hearth-tax-merry-2010,,L-152;L-197,"[G4 2026-07-11] No G13 bearing — four new named Tudor/Stuart Gurneys for the family map: George Gurnay, rector of Tacolneston 1577-c.1618 (possible kin of the L-152 Hempnall Gurney cluster, ~4 miles away); Thomas Gurnay, instituted 1435 to a Suffolk benefice (Aslak patronage, Paston-circle); William Gurney of Cawston d.1578 (duplicate of row 2.7, routed there); and the Fleet-Street London households (Henry Gurney St Dunstan 1638; William Gurny St Bride's + Richard Gurny Clerkenwell, 1666 hearth tax), duplicate of row 2.1, feeding new lead L-197. Routed to the general Tudor/Stuart Norfolk collateral topic. blomefield-norfolk and bho-london-hearth-tax-merry-2010 are registered; Proceedings of the Suffolk Institute and T.C. Dale are not."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,3.7,"Checked collateral - identity confirmed, NOT our line",other-subject,research/places/somerset-gournay-collateral.md,routed,yes,,,,,"[G4 2026-07-11] No G13 bearing — an elimination row: 'Sir Richard Gurney, Lord Mayor of London' (impeached/imprisoned 1642-46) is confirmed as the dominant 'Gurney' behind the 1640s London Parliamentary-journal hits, a documented distinct family and a systematic false-positive risk for London searches; the Somerset/Northern CIPM collaterals (Robert de Gurnay Hen III #710; Roger Gournay of Bamburgh; the East Harptree Dorset heiress line; Matthew de Gournay's full CIPM vol.18 footprint) are collateral, not the Norfolk direct line. Routed to the Somerset collateral place file for the CIPM entries; the Lord-Mayor false-positive note is a data/search-variants.json collision-catalogue task, out of scope for this ledger-only pass (flagged, not actioned). Commons/Lords Journals and CIPM vols 1/16/18 are not yet registered sourceIds."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,3.8,Farrer HKF v3 - full-volume capture + new content,other-subject,research/places/harpley.md; research/people/g25-john-de-gournay-iii-fact-sheet.research.md; research/people/g26-sir-william-de-gournay-iii-fact-sheet.research.md; research/people/g27-sir-john-de-gournay-i-fact-sheet.research.md; research/places/somerset-gournay-collateral.md; research/places/hardingham.md,routed,no,,farrer-honors-knights-fees-v3-gurnay-extracts,new-lead-added,L-40;L-199,"[G4 2026-07-11] No G13 bearing — the full Farrer, Honors and Knights' Fees vol.3 text (536 HathiTrust pages) supersedes/complements the repo's existing extract at the same registered sourceId. Multiple sub-findings, routed by content: the Harpley tenure chain (1242-3/1275/1302-3 aids, G28/G27/G25) → harpley.md + the g25/g26/g27 companions (feeds lead L-40, updated 2026-07-11); Olive de Gurnay (Sussex, unplaced, 1291) and Clemency de Chesney's marriage to a Gurnay (c.1170-1200, Norfolk, unplaced) → the senior-line/collateral orbit, feeding new lead L-199; Hawise de Gurnai (d.1201, Englishcombe dower) → the Somerset collateral place file (feeds L-76, already tracked, not separately updated here); the Warenne-honor 'Gurnay-Bardolf Wormegay' fee table row → hardingham.md, alongside 3.1's Bardolf finding. farrer-honors-knights-fees-v3-gurnay-extracts is already registered and its corpusPath matches this exact full-text file per the row's own note."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,3.9,NEG this batch,other-subject,research/topics/gurney-medieval-soldier-database.md; research/topics/senior-gournay-baron-line-collateral.md,routed,no,,cal-cecil-papers-hatfield,,L-174,"[G4 2026-07-11] No G13 bearing — a NEG ledger for this batch: no December-1602 Edmund/Cecil entry surfaced on BHO (feeds L-174, already updated); the 1271 CPR Hen III 'gurnay knyvet' hit is a BHO-gold stub, unreadable this pass (printed CPR Hen III vol.6 is PD on IA — residual sweep target, not actioned here); Papal Registers vol.3 pp.747-757 carries only index cross-reference lines, no substantive entry. Routed as negative context alongside the adjacent medieval-collateral topics; no new lead added given the low marginal value of the two remaining un-actioned stub/index items. cal-cecil-papers-hatfield is registered (for the BHO-Cecil negative); CPR and Papal Registers are not."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,4.1,MAJOR: Paston Letters 1472/3 Saxthorpe confrontation - William Gurney (G19) vs John Paston III,other-subject,research/people/g19-william-gurney-iv-fact-sheet.research.md,routed,no,,paston-letters-gairdner,,L-163,"[G4 2026-07-11] No G13 bearing — a MAJOR finding: the 1472/3 Saxthorpe confrontation, William Gurney (G19) seizing the Fastolf manor of Saxthorpe backed by Henry Heydon in arms, with Roger Townshend proposed as mediator — dating the Gurney-Heydon-Townshend triangle two decades before the Townshend feoffeeships in row 2.5. Routed to the G19 companion as a complete, ready-to-promote finding; improves context for lead L-163 (Saxthorpe's Gournay manor history), not itself closing it. paston-letters-gairdner is already registered."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,4.2,"""Thomas Gornay... clerk convicte"" (c. Jan 1461?) - needs identification",other-subject,research/people/g20-thomas-gournay-ii-fact-sheet.research.md,routed,no,,paston-letters-gairdner,new-lead-added,L-200,"[G4 2026-07-11] No G13 bearing — a Thomas Gurney convicted (clerk convict, benefit of clergy) with his servant hanged, over the death of the Bishop of Norwich's cousin, c.1460-61. Identification open between G20 Thomas Gournay II (d.1471) and the 1435 cleric Thomas Gurnay (row 3.6); high narrative stakes if G20. Routed provisionally to the G20 companion; new lead L-200 tracks the identification (full retained Paston letters read + pardon-roll check) before any promotion. paston-letters-gairdner is already registered."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,4.3,Paston Letters: the smaller Gurney items,other-subject,research/topics/norwich-gurney-collateral-network.md; research/people/g20-thomas-gournay-ii-fact-sheet.research.md,routed,no,,paston-letters-gairdner,new-lead-added,L-164;L-167;L-202,"[G4 2026-07-11] No G13 bearing — six smaller Paston-letters Gurney items: an unplaced mid-15th-c. Hertfordshire tenant-farmer Gurney; a letter to Margaret Gurnay (likely Thomas II's wife, feeds L-164); an explicit 1458 uncle/aunt Gournay kinship claim and a later 'cousin Gornay' court intermediary (both feed L-167); a young Friar Gurnay, curate of Worstead; and a 1450 reference to 'writings of... Gorney' among Fastolf's Hellesdon muniments. Routed to the general collateral topic and the G20 companion. Leads L-164 and L-167 (Thomas Gournay II / Fastolf-Paston affinity) are the existing trackers for the kinship-letter items, not separately updated in this pass; new lead L-202 tracks the Magdalen College Fastolf-muniments 'writings of Gorney' thread. paston-letters-gairdner is already registered."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,4.4,Printed CCR Edw III vols 12-14 - Edmund Gournay crown-commission + minor Gurnays,other-subject,research/people/g23-edmund-gurney-fact-sheet.research.md,routed,yes,,,,L-152;L-76,"[G4 2026-07-11] No G13 bearing — printed CCR Edward III vols 12-14 (the BHO-gold bypass): three crown-commission entries fixing G23 Edmund Gournay's 1367-77 profile (justice/commissioner for wrecks and riots) alongside the Lynn accounts (row 2.3); minor sub-gentry Gurnays at Mulbarton and Mendlesham, 1360s-70s (feeds the L-152 Hempnall-cluster long-run reservoir question, not separately updated); and Somerset-collateral charter/release acts for Sir John de Gourney of Harptree (feeds L-76, already tracked). Routed to the G23 companion as the primary destination. Printed CCR Edward III is not yet a registered sourceId."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,4.5,CIPM vol 5 (Edw II) re-check (L-43) (neg->closure),other-subject,research/places/hardingham.md; research/people/g25-john-de-gournay-iii-fact-sheet.research.md,routed,no,,,,L-43,"[G4 2026-07-11] No G13 bearing — the negative confirming 3.1: CIPM vol.5 (Edward II) carries only Somerset Gurnay/Gournay entries, no Norfolk Bardolf/Gurnay feoffment, consistent with the target record actually sitting in CIPM vol.7 (Edward III), entry 243. Routed alongside 3.1. Lead L-43 marked resolved (printed-calendar route) per this row and 3.1 together; the John-identity question (Rector John vs G25) stays open. CIPM vol.5 is not separately registered (the row is a negative confirming vol.5 does NOT hold the target)."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,4.6,Recueil des actes de Henri II - senior-line charters incl. two unpublished Hugh charters,other-subject,research/topics/senior-gournay-baron-line-collateral.md; research/people/g32-gerard-de-gournay-fact-sheet.research.md; research/people/g33-hugh-de-gournay-iii-fact-sheet.research.md; research/people/g34-hugh-de-gournay-ii-fact-sheet.research.md,routed,yes,,recueil-actes-henri-ii-delisle-berger-vol-1;recueil-actes-henri-ii-delisle-berger-vol-2,new-lead-added,L-201,"[G4 2026-07-11] No G13 bearing — senior-line (French) Gournay charter evidence: Delisle's Introduction flags two unpublished Hugh de Gournay charters (1176/1177, Archives du Nord, Anchin abbey) naming Ralph de Coucy 'our lord and kinsman' — primary corroboration of the Gournay-Coucy kinship; a Henry II confirmation naming Gerard de Gournay with his mother Basilia as joint donors; a Henry II protection for Saint-Martin de Sigy naming Hugh de Gournay; several Hugh witness-list appearances; and an Osbert de Gornaio 'deceased usurer' Norman-exchequer entry (new minor name). Routed to the senior-line collateral topic and the G32/G33/G34 companions. recueil-actes-henri-ii-delisle-berger-vol-1 and -vol-2 are already registered and cover the vol.1/vol.2 acts cited; the Introduction volume (vol.0, where the 1176/1177 Anchin charters are only flagged, not transcribed) is not registered — new lead L-201 tracks pursuing the Anchin originals."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,4.7,Rigord / Guillaume le Breton - 1202 fall of Gournay + Philippide locators (L-54),other-subject,research/topics/gournay-tower-la-tour-hue.md,routed,yes,,,,L-54,"[G4 2026-07-11] No G13 bearing — Rigord/Guillaume le Breton (Delaborde ed.) locate the Philippide's Gournay set-piece (description, 1202 siege with the pond-dam flood detail, Arthur's knighting, Philip's repairs) in book VI, not lib. xi as L-54 had assumed. Routed to the Gournay-tower topic file, L-54's own source_ref. Lead L-54 updated (2026-07-11): locators found, verses not yet extracted verbatim. Delaborde's edition of Rigord/Guillaume le Breton is not yet a registered sourceId."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,4.8,Rotuli Hundredorum v1 (L-44): no djvu text; Hardingham warren-claim needs page image (NEG),other-subject,research/people/g26-sir-william-de-gournay-iii-fact-sheet.research.md,routed,no,,,,L-44,"[G4 2026-07-11] No G13 bearing — a NEG: the archive.org Rotuli Hundredorum vol.1 item has no djvu.txt (scan-only), so the p.499 Hardingham warren-claim (L-44) still needs a manual image read rather than a text sweep. Routed to the G26 companion, L-44's own source_ref. Lead L-44 updated (2026-07-11) with this negative. No source consulted/found this row (nothing retrieved to register)."
sources/intake/dump-files/Old dumps/hobart-journal-pages-8-24-transcription.md,HOB-Result,Hobart journal pp.8-24 transcription - scoped result,source-artifact,sources corpus,routed,no,,nehgr-121-hobart-journal-1967,,,"[G4 2026-07-11] Routed as artifact-retention: the transcript's own scoped negative ('no clear entry for Gurney/Gourney/Gurny/Gournay or a close obvious variant' across printed pp.8-24) is the source-level result behind the already-built false-friends-registry entry (F-R2, the 10 Apr 1651 'John Garnet' resolution) and the still-gated pp.1652-1679 residual tracked at L-188. No separate G13 finding beyond what F-R2/HOB-FP already carry. Source nehgr-121-hobart-journal-1967 is registered."
sources/intake/dump-files/Old dumps/hobart-journal-pages-8-24-transcription.md,HOB-FP,Distant candidate / false-positive watch item,cross-cutting,research/topics/gurney-false-friends-registry.md,routed,yes,,nehgr-121-hobart-journal-1967,,,"[G4 2026-07-11] Routed to the false-friends registry: the distant-candidate/false-positive-watch framing folds into the F-R2 Hingham Gardner/Garnet resolution (same 10 Apr 1651 'John Garnet maried at Boston' entry), which the registry entry carries as its worked flag-and-resolve example. NEW source nehgr-121-hobart-journal-1967 registered (sources.json v1.20.0 + validation worksheet)."
sources/intake/dump-files/Old dumps/hobart-journal-pages-8-24-transcription.md,HOB-Nearby,Other visually/phonetically nearby names encountered but not Gurney-like,source-artifact,sources corpus,routed,no,,nehgr-121-hobart-journal-1967,,,"[G4 2026-07-11] Routed as artifact-retention: a negative-context list of visually/phonetically adjacent names encountered in the transcript (Gorge/George, Gill, Gates, Gold, Garnet, Joanes, Josling, Hobart/Lane/Lincoln/Loring family names) that are not Gurney-like and carry no findings of their own. Retained in the source transcript for future false-positive control if the remaining journal pages (1652-1679) are ever transcribed. Source nehgr-121-hobart-journal-1967 is registered."
sources/intake/dump-files/Old dumps/dump-2026-07-01-g13-colonial-massbay-campaign.md,S0,"Scope map - what ""county"" means for these towns ([AG][DIRECTIVE] to place file)",place,research/places/weymouth-ma.md,routed,no,,,route-to-place-file,,"[AG][DIRECTIVE] section 0. Routed to research/places/weymouth-ma.md as a county/record-jurisdiction scope note (Suffolk 1643 = the county for John's towns 1643-63; 'Old Norfolk' 1643-79 false-friend; modern Norfolk 1793; Plymouth Colony boundary for Scituate; pre-1643 colony-level roll-up). Methods/place context, not a g13 topic finding; deliberately NOT duplicated in the Weymouth-community topic per directive."
